16CD452B;SMARTCITY:WIFI;522;-7;-23;1030;0.0;0.0;0.0;21;1417819478112;656.25;34.26;74.38;50.0;
16CD452B;SMARTCITY:WIFI;523;-7;-25;1030;0.0;0.0;0.0;21;1417819511074;33.26;34.26;74.09;50.0;
16CD452B;SMARTCITY:WIFI;524;-6;-29;1020;0.0;0.0;0.0;21;1417819544039;35.28;33.94;74.29;50.0;
16CD452B;SMARTCITY:WIFI;525;-8;-23;1031;0.0;0.0;0.0;21;1417819577061;186.49;34.1;74.09;50.0;
16CD452B;SMARTCITY:WIFI;526;-5;-2;1025;0.0;0.0;0.0;21;1417819612953;35.28;33.79;73.9;50.0;
16CD452B;SMARTCITY:WIFI;527;-16;-28;1026;0.0;0.0;0.0;21;1417819646130;33.26;34.1;74.29;50.0;
16CD452B;SMARTCITY:WIFI;536;-8;-25;1031;0.0;0.0;0.0;21;1417819945081;33.26;35.2;68.81;50.0;
16CD452B;SMARTCITY:WIFI;537;-16;-25;1022;0.0;0.0;0.0;21;1417819978104;33.26;35.05;72.72;50.0;
16CD452B;SMARTCITY:WIFI;538;-7;-31;1031;0.0;0.0;0.0;21;1417820011025;33.26;34.57;73.8;52.0;
16CD452B;SMARTCITY:WIFI;539;-10;-32;1027;0.0;0.0;0.0;21;1417820044049;33.26;34.26;73.99;50.0;
16CD452B;SMARTCITY:WIFI;540;-6;-29;1030;0.0;0.0;0.0;21;1417820077123;33.26;34.57;74.19;76.48;
16CD452B;SMARTCITY:WIFI;541;-7;-22;1026;0.0;0.0;0.0;21;1417820110099;33.26;34.1;74.19;58.63;
16CD452B;SMARTCITY:WIFI;542;-10;-25;1030;0.0;0.0;0.0;21;1417820145835;33.26;33.94;73.99;56.81;
16CD452B;SMARTCITY:WIFI;543;-4;-21;1021;0.0;0.0;0.0;21;1417820179115;33.26;34.26;73.99;50.0;
16CD452B;SMARTCITY:WIFI;544;-6;-30;1029;0.0;0.0;0.0;21;1417820212083;33.26;33.79;74.09;63.43;
